time_s,ue_id,cpu_j,radio_j,total_j
34.5855,23,10.0399,1.28,11.3199
34.6611,8,20.8759,2.688,23.5639
34.7335,12,15.7289,2.048,17.7769
34.7479,6,23.1344,2.944,26.0784
34.7569,14,21.9214,2.816,24.7374
34.8104,19,13.0278,1.664,14.6918
34.8879,12,15.7289,2.048,17.7769
34.9097,22,19.4173,2.432,21.8493
35.0744,5,26.6115,3.328,29.9395
35.1633,21,11.7564,1.536,13.2924
35.1753,22,19.4173,2.432,21.8493
35.2312,5,26.6115,3.328,29.9395
35.2852,5,26.6115,3.328,29.9395
35.2868,18,19.9362,2.56,22.4962
35.481,22,19.4173,2.432,21.8493
35.5769,6,26.1913,3.328,29.5193
35.582,9,19.9061,2.56,22.4661
35.6054,16,18.0296,2.304,20.3336
35.6685,6,26.1913,3.328,29.5193
35.6788,14,23.758,3.072,26.83
35.7322,15,21.3861,2.688,24.0741
35.7552,20,16.7998,2.176,18.9758
35.7663,6,26.1913,3.328,29.5193
35.8405,9,19.9061,2.56,22.4661
35.9842,14,23.758,3.072,26.83
36.2442,21,12.711,1.664,14.375
36.2912,7,29.9196,3.84,33.7596
36.3456,7,29.9196,3.84,33.7596
36.712,16,19.0252,2.432,21.4572
36.851,18,20.8619,2.688,23.5499
36.8938,14,24.7713,3.2,27.9713
37.0102,10,26.8079,3.456,30.2639
37.1707,10,26.8079,3.456,30.2639
37.2096,22,22.4322,2.816,25.2482
37.2901,13,20.9252,2.688,23.6132
37.3254,22,22.4322,2.816,25.2482
37.3672,11,23.6203,3.072,26.6923
37.637,6,28.1216,3.584,31.7056
37.6936,16,20.1157,2.56,22.6757
37.7755,13,21.8355,2.816,24.6515
37.7923,22,24.4772,3.072,27.5492
37.9871,13,21.8355,2.816,24.6515
38.0166,21,13.7193,1.792,15.5113
38.0545,6,28.1216,3.584,31.7056
38.1122,23,11.0718,1.408,12.4798
38.141,10,28.9376,3.712,32.6496
38.2195,22,24.4772,3.072,27.5492
38.2242,10,28.9376,3.712,32.6496
38.2667,15,22.3271,2.816,25.1431
38.3128,22,24.4772,3.072,27.5492
38.5381,24,18.9841,2.432,21.4161
38.5478,11,24.6202,3.2,27.8202
38.5717,12,16.7341,2.176,18.9101
38.6422,18,22.7361,2.944,25.6801
39.081,18,22.7361,2.944,25.6801
39.1207,20,17.8119,2.304,20.1159
39.3871,16,21.1944,2.688,23.8824
39.403,7,30.8927,3.968,34.8607
39.6055,17,17.1726,2.176,19.3486
39.8214,22,27.4904,3.456,30.9464
39.8935,24,21.0059,2.688,23.6939
40.1839,7,31.9283,4.096,36.0243
40.2124,22,27.4904,3.456,30.9464
40.2293,22,27.4904,3.456,30.9464
40.3788,24,21.0059,2.688,23.6939
40.7812,16,22.1908,2.816,25.0068
40.7929,10,30.9236,3.968,34.8916
40.9898,10,30.9236,3.968,34.8916
41.1189,12,17.779,2.304,20.083
41.1384,9,21.8878,2.816,24.7038
41.2042,21,15.6824,2.048,17.7304
41.3193,21,15.6824,2.048,17.7304
41.3727,11,25.7007,3.328,29.0287
41.4189,9,21.8878,2.816,24.7038
41.4636,8,21.895,2.816,24.711
41.5733,18,24.7794,3.2,27.9794
41.619,5,27.5674,3.456,31.0234
41.7622,20,19.9258,2.56,22.4858
42.0125,18,24.7794,3.2,27.9794
42.0471,6,29.0649,3.712,32.7769
42.1249,17,19.233,2.432,21.665
42.1267,11,26.747,3.456,30.203
42.1373,19,14.956,1.92,16.876
42.3133,20,19.9258,2.56,22.4858
42.3423,8,22.9287,2.944,25.8727
42.3995,19,14.956,1.92,16.876
42.4227,17,19.233,2.432,21.665
42.5226,21,16.6356,2.176,18.8116
42.5836,5,28.6653,3.584,32.2493
42.5957,15,23.2305,2.944,26.1745
43.1109,17,20.2037,2.56,22.7637
43.1404,23,13.1067,1.664,14.7707
43.1744,18,25.8043,3.328,29.1323
43.3923,19,18.0363,2.304,20.3403
43.423,24,22.8805,2.944,25.8245
43.4619,22,28.5778,3.584,32.1618
43.5106,23,14.1376,1.792,15.9296
43.548,19,18.0363,2.304,20.3403
43.5671,24,22.8805,2.944,25.8245
43.632,6,30.0999,3.84,33.9399
43.6828,12,18.7705,2.432,21.2025
43.9415,23,14.1376,1.792,15.9296
43.9616,19,18.0363,2.304,20.3403
44.0129,18,26.847,3.456,30.303
44.081,10,31.8328,4.096,35.9288
44.1751,20,20.9004,2.688,23.5884
44.1792,17,22.1518,2.816,24.9678
44.5628,17,22.1518,2.816,24.9678
44.6306,19,18.9939,2.432,21.4259
44.6602,11,28.857,3.712,32.569
44.802,24,23.9693,3.072,27.0413
45.0743,14,25.7479,3.328,29.0759
45.1054,11,28.857,3.712,32.569
45.1762,10,32.9111,4.224,37.1351
45.3153,22,29.6744,3.712,33.3864
45.7821,16,24.0263,3.072,27.0983
45.8583,8,25.9919,3.328,29.3199
45.9016,9,22.8904,2.944,25.8344
45.975,6,32.0973,4.096,36.1933
46.0249,17,25.195,3.2,28.395
46.025,17,25.195,3.2,28.395
46.1418,19,21.9509,2.816,24.7669
46.1572,17,25.195,3.2,28.395
46.2275,19,21.9509,2.816,24.7669
46.2418,8,27.0713,3.456,30.5273
46.3377,16,24.0263,3.072,27.0983
46.3597,20,22.9978,2.944,25.9418
