time_s,ue_id,cpu_j,radio_j,total_j
39.2835,18,16.9396,17.769,34.7086
39.3718,16,16.1816,23.5799,39.7614
39.5037,16,16.1816,23.5799,39.7614
39.531,24,14.9488,15.819,30.7678
39.6112,17,18.9385,24.4496,43.3881
39.6407,10,18.294,17.9678,36.2618
39.7035,16,16.1816,23.5799,39.7614
39.7202,22,19.9225,22.2998,42.2223
40.007,14,13.9647,14.4384,28.4031
40.3296,20,13.9034,23.7399,37.6433
40.3611,18,17.8474,18.409,36.2564
40.3837,15,19.2523,20.6869,39.9392
40.4763,5,16.8034,26.7601,43.5635
40.5429,5,16.8034,26.7601,43.5635
40.7229,24,16.0029,16.459,32.4619
40.7413,16,18.0316,24.8599,42.8915
40.7729,8,14.204,20.8019,35.0059
40.8126,12,20.7725,21.0211,41.7936
40.8807,11,11.9057,16.2433,28.149
40.8841,16,18.0316,24.8599,42.8915
41.0782,18,18.9173,19.049,37.9664
41.1413,19,15.7501,27.3488,43.0989
41.3382,15,20.2985,21.3269,41.6254
41.573,11,12.9171,16.8833,29.8003
41.6297,22,21.8127,23.5798,45.3925
41.6378,14,15.0508,15.0784,30.1293
41.7349,23,17.191,21.1045,38.2954
41.7667,8,15.2558,21.4419,36.6976
41.778,17,19.8849,25.0896,44.9745
41.8271,5,18.7772,28.0401,46.8173
41.8439,23,17.191,21.1045,38.2954
41.8854,6,10.9785,20.4356,31.414
41.906,21,18.1438,21.2237,39.3675
42.0335,22,21.8127,23.5798,45.3925
42.2445,15,21.3514,21.9669,43.3184
42.416,5,18.7772,28.0401,46.8173
42.4942,7,15.1405,21.6913,36.8318
42.7217,6,12.9804,21.7156,34.6959
42.7418,17,20.8385,25.7296,46.5682
42.8536,13,16.4551,19.0115,35.4666
42.8726,6,12.9804,21.7156,34.6959
42.8773,11,13.989,17.5233,31.5122
42.8915,20,14.9497,24.3799,39.3296
43.0076,14,16.01,15.7184,31.7284
43.0243,9,13.1355,14.3957,27.5312
43.0843,16,19.0359,25.4999,44.5358
43.1612,12,21.8468,21.6611,43.508
43.1836,8,16.2111,22.0819,38.293
43.3158,9,13.1355,14.3957,27.5312
43.5487,10,19.2749,18.6078,37.8827
43.6651,17,22.9385,27.0096,49.9482
43.923,5,20.7865,29.3201,50.1065
43.9646,21,19.1554,21.8637,41.0191
44.01,11,14.9935,18.1633,33.1568
44.034,17,22.9385,27.0096,49.9482
44.1323,22,23.7784,24.8598,48.6382
44.1926,5,20.7865,29.3201,50.1065
44.2449,22,24.8446,25.4998,50.3444
44.489,19,16.8199,27.9888,44.8087
44.6866,6,13.994,22.3556,36.3495
44.812,12,22.9316,22.3011,45.2328
44.851,17,23.9966,27.6496,51.6463
44.8718,22,26.9125,26.7798,53.6923
44.8866,21,20.1502,22.5037,42.6539
44.9115,22,26.9125,26.7798,53.6923
45.083,23,18.0951,21.7445,39.8395
45.1218,24,18.0255,17.739,35.7645
45.5648,21,21.153,23.1437,44.2967
45.5846,22,26.9125,26.7798,53.6923
45.6272,24,18.0255,17.739,35.7645
45.8034,20,16.0069,25.0199,41.0268
45.8123,5,21.8518,29.9601,51.8118
45.9371,18,19.8296,19.689,39.5186
46.0424,9,15.1278,15.6757,30.8035
46.0845,8,17.293,22.7219,40.0149
46.0904,16,20.009,26.1399,46.1489
46.1329,23,19.0508,22.3845,41.4352
46.1693,9,15.1278,15.6757,30.8035
46.181,6,14.913,22.9956,37.9085
46.2496,10,21.1688,19.8878,41.0566
46.3269,10,21.1688,19.8878,41.0566
46.5865,20,17.0669,25.6599,42.7268
46.599,7,16.16,22.3313,38.4913
46.6661,22,27.8335,27.4198,55.2533
46.8438,21,23.2443,24.4237,47.668
46.888,11,15.9333,18.8033,34.7365
47.0477,24,19.0684,18.379,37.4474
47.3911,21,23.2443,24.4237,47.668
47.5342,10,22.075,20.5278,42.6028
47.7266,5,22.8233,30.6001,53.4234
47.8324,23,21.1881,23.6645,44.8526
48.1382,23,22.1951,24.3045,46.4996
48.1672,13,17.4239,19.6515,37.0754
48.3092,22,28.7711,28.0598,56.8309
48.363,19,17.8546,28.6288,46.4834
48.3978,18,20.8744,20.329,41.2034
48.5162,23,22.1951,24.3045,46.4996
48.5266,5,23.81,31.2401,55.05
48.5323,15,22.4023,22.6069,45.0092
48.7615,9,16.0981,16.3157,32.4139
49.0853,14,18.9393,17.6384,36.5778
49.0861,14,18.9393,17.6384,36.5778
49.1502,13,18.3643,20.2915,38.6558
49.1635,22,30.7839,29.3398,60.1237
49.1642,5,24.7405,31.8801,56.6205
