time_s,ue_id,cpu_j,radio_j,total_j
43.5487,10,21.3095,13.44,34.7495
43.6651,17,27.6667,17.92,45.5867
43.923,5,28.7246,18.56,47.2846
43.9646,21,25.3711,16,41.3711
44.01,11,22.8347,14.72,37.5547
44.034,17,27.6667,17.92,45.5867
44.1323,22,29.8825,19.2,49.0825
44.1926,5,28.7246,18.56,47.2846
44.2449,22,30.9487,19.84,50.7887
44.489,19,24.9564,16,40.9564
44.6866,6,21.3384,13.44,34.7784
44.812,12,28.0494,17.92,45.9694
44.851,17,28.7248,18.56,47.2848
44.8718,22,33.0167,21.12,54.1367
44.8866,21,26.3659,16.64,43.0059
44.9115,22,33.0167,21.12,54.1367
45.083,23,24.3157,15.36,39.6757
45.1218,24,21.9863,14.08,36.0663
45.5648,21,27.3687,17.28,44.6487
45.5846,22,33.0167,21.12,54.1367
45.6272,24,21.9863,14.08,36.0663
45.8034,20,20.9664,13.44,34.4064
45.8123,5,29.7899,19.2,48.9899
45.9371,18,23.6172,15.36,38.9772
46.0424,9,18.1891,11.52,29.7091
46.0845,8,22.1181,14.08,36.1981
46.0904,16,25.0695,16,41.0695
46.1329,23,25.2714,16,41.2714
46.1693,9,18.1891,11.52,29.7091
46.181,6,22.2574,14.08,36.3374
46.2496,10,23.2034,14.72,37.9234
46.3269,10,23.2034,14.72,37.9234
46.5865,20,22.0264,14.08,36.1064
46.599,7,23.1514,14.72,37.8714
46.6661,22,33.9376,21.76,55.6976
46.8438,21,29.4601,18.56,48.0201
46.888,11,23.7745,15.36,39.1345
47.0477,24,23.0292,14.72,37.7492
47.3911,21,29.4601,18.56,48.0201
47.5342,10,24.1095,15.36,39.4695
47.7266,5,30.7615,19.84,50.6015
47.8324,23,27.4088,17.28,44.6888
48.1382,23,28.4158,17.92,46.3358
48.1672,13,25.3226,16,41.3226
48.3092,22,34.8752,22.4,57.2752
48.363,19,25.9912,16.64,42.6312
48.3978,18,24.662,16,40.662
48.5162,23,28.4158,17.92,46.3358
48.5266,5,31.7481,20.48,52.2281
48.5323,15,28.3927,17.92,46.3127
48.7615,9,19.1595,12.16,31.3195
49.0853,14,22.8357,14.72,37.5557
49.0861,14,22.8357,14.72,37.5557
49.1502,13,26.263,16.64,42.903
49.1635,22,36.888,23.68,60.568
49.1642,5,32.6786,21.12,53.7986
49.3205,22,37.9275,24.32,62.2475
49.4224,18,27.758,17.92,45.678
49.4984,18,27.758,17.92,45.678
49.5319,17,30.7851,19.84,50.6251
49.6723,18,27.758,17.92,45.678
49.7,14,23.8244,15.36,39.1844
49.7339,9,20.2227,12.8,33.0227
49.8213,10,25.1533,16,41.1533
49.8233,6,23.3113,14.72,38.0313
49.9015,22,37.9275,24.32,62.2475
49.9684,20,22.9915,14.72,37.7115
50.0181,21,30.4758,19.2,49.6758
50.046,17,30.7851,19.84,50.6251
50.0727,14,24.8543,16,40.8543
50.4295,14,24.8543,16,40.8543
50.5375,18,28.7386,18.56,47.2986
50.5503,13,28.3894,17.92,46.3094
50.5972,11,25.7835,16.64,42.4235
50.6905,22,38.8429,24.96,63.8029
50.7204,13,28.3894,17.92,46.3094
50.7847,20,23.9548,15.36,39.3148
50.9239,12,29.0896,18.56,47.6496
50.9536,16,26.1683,16.64,42.8083
50.9675,7,24.1047,15.36,39.4647
51.0984,11,25.7835,16.64,42.4235
51.1727,14,26.8755,17.28,44.1555
51.2548,5,33.5942,21.76,55.3542
51.3161,23,30.3323,19.2,49.5323
51.4334,9,22.2839,14.08,36.3639
51.5035,23,30.3323,19.2,49.5323
51.5287,6,25.4148,16,41.4148
51.6956,14,27.7961,17.92,45.7161
51.7648,10,26.0756,16.64,42.7156
51.8303,16,27.1578,17.28,44.4378
51.8818,9,23.3003,14.72,38.0203
51.9052,6,25.4148,16,41.4148
51.9096,22,39.8481,25.6,65.4481
51.9433,13,29.381,18.56,47.941
52.061,12,32.1163,20.48,52.5963
52.1681,14,29.7898,19.2,48.9898
52.172,20,24.9291,16,40.9291
52.1736,24,25.0827,16,41.0827
52.2122,9,23.3003,14.72,38.0203
52.2128,17,33.6426,21.76,55.4026
52.2695,12,32.1163,20.48,52.5963
52.2759,21,31.506,19.84,51.346
52.2838,12,32.1163,20.48,52.5963
52.358,14,29.7898,19.2,48.9898
52.3794,18,29.7594,19.2,48.9594
52.5823,14,29.7898,19.2,48.9898
52.6086,17,33.6426,21.76,55.4026
52.6294,19,27.0872,17.28,44.3672
52.6422,24,25.0827,16,41.0827
52.7925,17,33.6426,21.76,55.4026
53.5381,22,40.879,26.24,67.119
53.7133,23,31.4283,19.84,51.2683
53.7446,10,29.0622,18.56,47.6222
53.8273,17,34.7055,22.4,57.1055
53.8668,13,30.2937,19.2,49.4937
53.8891,10,29.0622,18.56,47.6222
53.9182,20,25.8859,16.64,42.5259
53.9874,10,29.0622,18.56,47.6222
54.1761,16,28.1503,17.92,46.0703
54.3956,8,24.1423,15.36,39.5023
54.6176,9,24.2436,15.36,39.6036
54.8088,17,35.75,23.04,58.79
54.8949,8,24.1423,15.36,39.5023
54.9383,16,31.1264,19.84,50.9664
54.9774,16,31.1264,19.84,50.9664
54.9956,24,25.9948,16.64,42.6348
55.0582,12,33.1274,21.12,54.2474
55.1294,14,30.8891,19.84,50.7291
55.2368,20,26.9005,17.28,44.1805
55.2921,10,30.108,19.2,49.308
55.3286,16,31.1264,19.84,50.9664
55.3542,18,30.7473,19.84,50.5873
55.5967,8,27.0377,17.28,44.3177
55.8385,8,27.0377,17.28,44.3177
55.9005,20,27.8439,17.92,45.7639
56.1492,8,27.0377,17.28,44.3177
56.1801,19,28.0271,17.92,45.9471
56.2663,23,32.4523,20.48,52.9323
56.3036,21,33.6577,21.12,54.7777
56.452,16,33.0196,21.12,54.1396
56.5179,16,33.0196,21.12,54.1396
56.6039,21,33.6577,21.12,54.7777
56.7312,20,28.7835,18.56,47.3435
56.8239,12,34.1965,21.76,55.9565
57.1385,7,25.17,16,41.17
57.2613,5,35.4862,23.04,58.5262
57.3152,11,26.6912,17.28,43.9712
57.3452,5,35.4862,23.04,58.5262
57.4049,19,29.9202,19.2,49.1202
57.447,23,34.3457,21.76,56.1057
57.4718,20,29.7894,19.2,48.9894
57.5091,18,31.6691,20.48,52.1491
57.5145,21,35.6992,22.4,58.0992
57.576,10,32.9335,21.12,54.0535
57.5981,21,35.6992,22.4,58.0992
57.774,19,29.9202,19.2,49.1202
57.7796,9,25.1473,16,41.1473
57.7902,10,33.8439,21.76,55.6039
57.8417,14,31.9519,20.48,52.4319
57.9609,11,27.6145,17.92,45.5345
57.999,23,34.3457,21.76,56.1057
58.0267,7,26.1812,16.64,42.8212
58.0467,5,36.3927,23.68,60.0727
58.0785,8,27.9806,17.92,45.9006
58.0979,10,33.8439,21.76,55.6039
58.229,6,27.2881,17.28,44.5681
58.31,10,33.8439,21.76,55.6039
58.4505,6,27.2881,17.28,44.5681
58.5311,12,36.0473,23.04,59.0873
58.7581,19,32.0603,20.48,52.5403
58.8307,12,36.0473,23.04,59.0873
58.8676,7,27.0914,17.28,44.3714
58.9029,11,28.6235,18.56,47.1835
58.9687,19,32.0603,20.48,52.5403
59.0241,22,42.9658,27.52,70.4858
59.1846,22,42.9658,27.52,70.4858
59.4202,10,35.8093,23.04,58.8493
59.4918,10,35.8093,23.04,58.8493
59.631,8,29.9966,19.2,49.1966
59.9213,24,26.9101,17.28,44.1901
60.0097,5,37.3134,24.32,61.6334
60.0308,22,43.9488,28.16,72.1088
60.2569,8,29.9966,19.2,49.1966
60.3418,9,26.0953,16.64,42.7353
60.3926,12,37.0942,23.68,60.7742
60.4498,7,28.0755,17.92,45.9955
60.66,21,36.7483,23.04,59.7883
60.7545,23,37.5138,23.68,61.1938
60.7752,22,44.9393,28.8,73.7393
60.9088,13,31.3501,19.84,51.1901
61.0704,14,32.9627,21.12,54.0827
61.1074,23,37.5138,23.68,61.1938
61.13,18,33.6853,21.76,55.4453
61.1871,24,28.9446,18.56,47.5046
61.3238,23,37.5138,23.68,61.1938
61.3597,24,30.0421,19.2,49.2421
61.4972,18,34.7827,22.4,57.1827
61.7903,17,36.8497,23.68,60.5297
61.9682,24,33.0992,21.12,54.2192
62.0013,18,34.7827,22.4,57.1827
62.0336,12,39.1794,24.96,64.1394
62.1744,13,32.2586,20.48,52.7386
